PlayerID,ClubSysID,SeasonID,MatchesPlayed,GamesStarted,MinutesPlayed,Goals,Assists,PenaltyKicksMade,ExpectedGoals,ExpectedAssists,ProgressivePasses,ProgressiveCarries,YellowCards,RedCards,PlayerStatID
35071,185,2020/21,36,27,2203.0,5.0,1.0,0.0,5.5,1.60000002384186,23.0,47.0,12.0,1.0,63.0
39562,185,2018/19,36,36,3240.0,1.0,2.0,0.0,1.70000004768372,1.0,92.0,11.0,13.0,0.0,64.0
33394,185,2020/21,2,1,66.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0
34367,185,2020/21,3,0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,66.0
39017,185,2020/21,3,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0
39200,185,2020/21,1,0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0
35968,185,2020/21,7,3,216.0,0.0,0.0,0.0,0.0,0.100000001490116,7.0,2.0,0.0,0.0,69.0
37527,185,2019/20,31,23,2099.0,1.0,1.0,0.0,0.800000011920929,0.699999988079071,56.0,26.0,5.0,1.0,70.0
39427,185,2020/21,5,2,240.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,71.0
33482,185,2020/21,8,3,303.0,0.0,0.0,0.0,0.100000001490116,0.0,6.0,1.0,1.0,0.0,72.0
35744,185,2019/20,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
34010,185,2020/21,4,4,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
37221,185,2020/21,36,26,2180.0,5.0,2.0,0.0,3.29999995231628,2.70000004768372,42.0,71.0,4.0,0.0,75.0
37527,185,2020/21,29,19,1828.0,0.0,2.0,0.0,0.100000001490116,0.699999988079071,39.0,11.0,1.0,0.0,76.0
37187,185,2020/21,28,19,1759.0,4.0,4.0,3.0,6.69999980926514,4.59999990463257,72.0,44.0,1.0,0.0,77.0
36584,185,2020/21,25,19,1483.0,0.0,2.0,0.0,0.800000011920929,2.79999995231628,55.0,28.0,5.0,1.0,78.0
38457,185,2020/21,23,13,1276.0,2.0,0.0,0.0,0.899999976158142,1.10000002384186,36.0,17.0,1.0,0.0,79.0
37330,185,2020/21,27,11,1244.0,0.0,0.0,0.0,0.600000023841858,0.5,29.0,4.0,9.0,1.0,80.0
39245,185,2020/21,14,10,1030.0,0.0,0.0,0.0,0.400000005960464,0.200000002980232,18.0,0.0,5.0,1.0,81.0
34927,185,2020/21,29,12,969.0,1.0,3.0,0.0,1.5,2.40000009536743,27.0,5.0,4.0,0.0,82.0
34292,185,2020/21,24,4,614.0,1.0,2.0,0.0,1.29999995231628,0.800000011920929,4.0,14.0,1.0,0.0,83.0
35314,185,2020/21,12,5,542.0,0.0,0.0,0.0,0.600000023841858,0.100000001490116,8.0,21.0,0.0,0.0,84.0
38736,185,2020/21,8,6,468.0,1.0,0.0,0.0,0.600000023841858,0.300000011920929,3.0,1.0,1.0,0.0,85.0
36199,185,2020/21,11,3,398.0,0.0,0.0,0.0,0.100000001490116,0.100000001490116,7.0,6.0,1.0,1.0,86.0
36410,185,2020/21,13,4,395.0,3.0,0.0,0.0,0.800000011920929,0.0,5.0,1.0,1.0,0.0,87.0
39455,185,2021/22,30,18,1505.0,0.0,1.0,0.0,1.29999995231628,1.79999995231628,43.0,19.0,2.0,0.0,88.0
37527,185,2021/22,24,17,1616.0,0.0,1.0,0.0,0.200000002980232,0.699999988079071,57.0,15.0,4.0,0.0,89.0
35705,185,2021/22,17,15,1300.0,5.0,0.0,0.0,3.20000004768372,0.200000002980232,41.0,7.0,8.0,1.0,90.0
36199,185,2019/20,1,1,90.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,91.0
37315,185,2021/22,32,26,2312.0,2.0,0.0,0.0,2.90000009536743,0.600000023841858,72.0,13.0,10.0,0.0,92.0
33394,185,2019/20,3,1,152.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,93.0
37057,185,2019/20,17,13,1197.0,1.0,1.0,0.0,0.800000011920929,0.300000011920929,28.0,1.0,4.0,0.0,94.0
38236,185,2019/20,31,14,1429.0,1.0,2.0,0.0,2.90000009536743,1.60000002384186,16.0,49.0,2.0,0.0,95.0
39620,185,2019/20,16,15,1283.0,0.0,0.0,0.0,0.400000005960464,0.400000005960464,48.0,14.0,12.0,1.0,96.0
39557,185,2019/20,17,15,1293.0,0.0,1.0,0.0,0.300000011920929,2.20000004768372,55.0,9.0,1.0,0.0,97.0
39423,185,2019/20,20,17,1344.0,1.0,0.0,0.0,1.0,0.800000011920929,51.0,4.0,6.0,1.0,98.0
37221,185,2019/20,28,19,1634.0,0.0,0.0,0.0,0.400000005960464,2.20000004768372,42.0,51.0,3.0,0.0,99.0
37059,185,2019/20,13,11,786.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,2.0,0.0,100.0
39708,185,2019/20,23,22,1903.0,0.0,0.0,0.0,0.400000005960464,0.200000002980232,45.0,18.0,8.0,0.0,101.0
38736,185,2019/20,25,24,2121.0,2.0,0.0,0.0,1.0,0.200000002980232,40.0,2.0,9.0,1.0,102.0
35071,185,2021/22,33,18,1659.0,1.0,1.0,0.0,1.5,2.5,31.0,18.0,7.0,0.0,103.0
36410,185,2019/20,5,1,96.0,0.0,0.0,0.0,0.100000001490116,0.100000001490116,5.0,1.0,0.0,0.0,104.0
36543,185,2019/20,36,31,2782.0,11.0,2.0,1.0,11.6999998092651,2.0,79.0,13.0,6.0,0.0,105.0
39562,185,2019/20,31,31,2654.0,1.0,2.0,0.0,1.29999995231628,0.899999976158142,56.0,6.0,9.0,1.0,106.0
38797,185,2019/20,31,30,2663.0,0.0,1.0,0.0,1.10000002384186,1.39999997615814,107.0,29.0,11.0,0.0,107.0
37187,185,2019/20,34,29,2496.0,11.0,5.0,5.0,10.8000001907349,6.80000019073486,73.0,47.0,4.0,0.0,108.0
35387,185,2019/20,27,27,2358.0,0.0,0.0,0.0,0.0,0.100000001490116,0.0,0.0,0.0,1.0,109.0
35071,185,2019/20,16,10,864.0,1.0,0.0,0.0,0.5,0.600000023841858,10.0,22.0,3.0,0.0,110.0
33576,185,2019/20,29,26,2165.0,2.0,4.0,0.0,2.79999995231628,4.69999980926514,84.0,59.0,6.0,0.0,111.0
33482,185,2019/20,12,9,852.0,0.0,0.0,0.0,0.699999988079071,0.200000002980232,28.0,13.0,1.0,0.0,112.0
38457,185,2019/20,30,7,1088.0,1.0,1.0,0.0,0.200000002980232,1.10000002384186,23.0,7.0,3.0,0.0,113.0
34292,185,2019/20,19,5,573.0,1.0,0.0,0.0,1.39999997615814,0.300000011920929,10.0,17.0,1.0,0.0,114.0
38700,185,2019/20,9,8,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,115.0
39245,185,2019/20,6,2,238.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,116.0
34010,185,2019/20,3,3,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,117.0
36543,185,2021/22,38,35,3154.0,14.0,4.0,6.0,12.8999996185303,4.5,108.0,27.0,0.0,0.0,118.0
35387,185,2021/22,34,34,3053.0,0.0,0.0,0.0,0.0,0.300000011920929,0.0,0.0,1.0,0.0,119.0
39562,185,2021/22,34,34,3042.0,3.0,2.0,0.0,2.0,0.899999976158142,72.0,2.0,9.0,0.0,120.0
35449,185,2021/22,31,31,2789.0,0.0,0.0,0.0,1.5,0.200000002980232,74.0,6.0,9.0,1.0,121.0
38797,185,2021/22,34,31,2621.0,0.0,4.0,0.0,0.400000005960464,2.5,85.0,35.0,12.0,1.0,122.0
37221,185,2021/22,39,36,3185.0,2.0,6.0,0.0,3.0,5.09999990463257,77.0,122.0,4.0,0.0,123.0
35199,186,2017/18,17,13,1109.0,1.0,1.0,0.0,2.09999990463257,0.699999988079071,19.0,6.0,6.0,1.0,124.0
38526,186,2017/18,15,15,1146.0,1.0,0.0,0.0,2.79999995231628,0.400000005960464,45.0,17.0,1.0,1.0,125.0
36933,186,2017/18,23,11,1049.0,1.0,2.0,0.0,1.0,1.20000004768372,38.0,24.0,2.0,0.0,126.0
33698,186,2017/18,14,14,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
39776,186,2017/18,23,23,2070.0,1.0,2.0,0.0,0.100000001490116,1.89999997615814,87.0,37.0,4.0,0.0,128.0
37201,186,2017/18,20,20,1742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0
33407,186,2017/18,21,20,1803.0,0.0,0.0,0.0,0.100000001490116,0.5,70.0,32.0,2.0,0.0,130.0
38508,186,2017/18,30,25,2019.0,2.0,1.0,0.0,2.59999990463257,2.09999990463257,89.0,59.0,3.0,0.0,131.0
35661,186,2017/18,23,7,852.0,1.0,1.0,0.0,1.60000002384186,0.600000023841858,30.0,33.0,4.0,0.0,132.0
33929,186,2017/18,32,17,1699.0,4.0,5.0,0.0,3.09999990463257,3.90000009536743,74.0,39.0,4.0,0.0,133.0
37613,186,2017/18,8,7,688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0
39080,355,2024/25,7,3,324.0,0.0,0.0,0.0,0.699999988079071,0.200000002980232,3.0,8.0,0.0,0.0,135.0
34266,186,2017/18,16,5,524.0,0.0,0.0,0.0,0.300000011920929,0.400000005960464,18.0,13.0,0.0,0.0,136.0
37580,186,2017/18,28,26,2326.0,3.0,0.0,0.0,2.90000009536743,0.100000001490116,59.0,4.0,9.0,0.0,137.0
39848,355,2024/25,10,4,343.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,0.0,138.0
34152,186,2017/18,19,6,650.0,2.0,2.0,0.0,1.70000004768372,0.899999976158142,9.0,9.0,3.0,0.0,139.0
39652,186,2017/18,9,1,175.0,0.0,0.0,0.0,0.100000001490116,0.0,2.0,0.0,0.0,0.0,140.0
38862,186,2017/18,5,4,324.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,141.0
37071,186,2017/18,11,3,382.0,0.0,1.0,0.0,0.100000001490116,0.300000011920929,20.0,4.0,0.0,0.0,142.0
36260,186,2017/18,10,7,439.0,0.0,0.0,0.0,0.200000002980232,0.400000005960464,29.0,22.0,0.0,0.0,143.0
37761,186,2017/18,8,7,488.0,0.0,0.0,0.0,0.200000002980232,0.0,14.0,8.0,4.0,0.0,144.0
39348,186,2017/18,9,1,191.0,0.0,1.0,0.0,0.300000011920929,0.699999988079071,5.0,4.0,2.0,0.0,145.0
35431,186,2017/18,34,29,2505.0,4.0,4.0,0.0,4.0,5.30000019073486,103.0,111.0,4.0,1.0,146.0
38765,186,2019/20,31,30,2650.0,3.0,2.0,0.0,0.699999988079071,0.300000011920929,41.0,2.0,4.0,0.0,147.0
38765,186,2017/18,32,32,2830.0,2.0,0.0,0.0,1.79999995231628,1.0,60.0,5.0,5.0,0.0,148.0
38290,355,2024/25,3,3,252.0,0.0,0.0,0.0,0.100000001490116,0.0,3.0,0.0,1.0,0.0,149.0
36680,355,2024/25,3,0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,150.0
35198,355,2024/25,2,0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,151.0
36332,186,2020/21,23,9,1001.0,1.0,1.0,0.0,0.800000011920929,1.10000002384186,42.0,33.0,1.0,0.0,152.0
38527,355,2024/25,2,0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0
39141,186,2020/21,15,9,733.0,1.0,0.0,0.0,1.70000004768372,0.100000001490116,34.0,26.0,3.0,0.0,154.0
37073,355,2024/25,1,0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0
39751,186,2020/21,1,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0
36924,355,2024/25,2,0,8.0,0.0,0.0,0.0,0.100000001490116,0.0,0.0,0.0,0.0,0.0,157.0
38535,186,2020/21,1,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0
34445,186,2020/21,1,0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,159.0
34154,186,2018/19,40,39,3455.0,1.0,0.0,0.0,1.39999997615814,0.5,140.0,37.0,2.0,0.0,160.0
38178,186,2020/21,4,0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0
34453,355,2024/25,4,3,315.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,162.0
39848,186,2020/21,4,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,163.0
37201,186,2018/19,37,37,3329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,164.0
39628,186,2020/21,3,0,66.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,165.0
39586,186,2018/19,33,33,3000.0,1.0,1.0,0.0,0.800000011920929,1.20000004768372,130.0,45.0,2.0,0.0,166.0
39652,186,2020/21,2,2,132.0,0.0,0.0,0.0,0.200000002980232,0.0,0.0,2.0,0.0,0.0,167.0
36004,186,2018/19,31,29,2670.0,3.0,1.0,0.0,3.59999990463257,0.100000001490116,66.0,18.0,2.0,1.0,168.0
38602,186,2020/21,3,2,187.0,0.0,1.0,0.0,0.100000001490116,0.300000011920929,11.0,7.0,0.0,0.0,169.0
37580,186,2018/19,32,30,2666.0,2.0,1.0,0.0,3.59999990463257,0.200000002980232,31.0,1.0,7.0,1.0,170.0
35200,186,2020/21,6,3,260.0,0.0,0.0,0.0,0.0,0.400000005960464,6.0,1.0,1.0,0.0,171.0
36260,186,2018/19,36,30,2633.0,3.0,3.0,0.0,5.5,3.0,136.0,135.0,2.0,0.0,172.0
35328,186,2020/21,20,4,496.0,1.0,0.0,0.0,1.20000004768372,0.100000001490116,13.0,16.0,1.0,0.0,173.0
33407,186,2018/19,30,29,2573.0,0.0,4.0,0.0,0.200000002980232,1.89999997615814,90.0,60.0,6.0,0.0,174.0
37890,186,2020/21,23,2,438.0,0.0,0.0,0.0,1.89999997615814,0.100000001490116,4.0,15.0,1.0,0.0,175.0
39199,186,2018/19,33,32,2559.0,11.0,1.0,2.0,9.5,2.70000004768372,32.0,31.0,3.0,0.0,176.0
33976,186,2020/21,27,12,1103.0,0.0,2.0,0.0,1.0,1.39999997615814,61.0,20.0,0.0,0.0,177.0
34504,186,2018/19,29,28,2544.0,0.0,3.0,0.0,2.79999995231628,1.70000004768372,94.0,23.0,4.0,0.0,178.0
34154,186,2020/21,3,3,270.0,0.0,0.0,0.0,0.100000001490116,0.200000002980232,14.0,4.0,1.0,0.0,179.0
38765,186,2018/19,29,28,2484.0,2.0,1.0,0.0,1.70000004768372,1.0,70.0,9.0,4.0,0.0,180.0
38848,186,2020/21,30,14,1438.0,1.0,1.0,0.0,1.10000002384186,1.89999997615814,63.0,52.0,1.0,0.0,181.0
35431,186,2018/19,37,35,3054.0,5.0,7.0,0.0,7.0,9.30000019073486,159.0,184.0,2.0,0.0,182.0
33407,186,2020/21,19,18,1552.0,0.0,2.0,0.0,0.100000001490116,1.39999997615814,53.0,19.0,2.0,0.0,183.0
34154,186,2017/18,33,31,2726.0,0.0,0.0,0.0,0.600000023841858,0.800000011920929,134.0,29.0,6.0,0.0,184.0
38400,186,2020/21,38,38,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,185.0
36481,355,2024/25,38,37,3332.0,0.0,1.0,0.0,0.600000023841858,1.10000002384186,89.0,6.0,3.0,0.0,186.0
38765,186,2020/21,38,38,3356.0,4.0,0.0,0.0,2.59999990463257,0.200000002980232,61.0,4.0,6.0,1.0,187.0
39716,355,2024/25,33,33,2970.0,0.0,0.0,0.0,0.0,0.100000001490116,0.0,0.0,4.0,0.0,188.0
36004,186,2020/21,34,34,2993.0,3.0,3.0,0.0,1.5,0.899999976158142,83.0,11.0,3.0,0.0,189.0
37488,355,2024/25,9,4,383.0,0.0,0.0,0.0,0.100000001490116,0.0,7.0,5.0,0.0,0.0,190.0
39341,186,2020/21,39,35,2962.0,3.0,4.0,3.0,3.29999995231628,3.70000004768372,265.0,22.0,5.0,0.0,191.0
37767,355,2024/25,5,5,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0
33929,186,2020/21,36,36,2952.0,10.0,4.0,2.0,5.40000009536743,4.80000019073486,201.0,101.0,4.0,0.0,193.0
34145,355,2024/25,20,6,668.0,5.0,1.0,2.0,3.09999990463257,0.0,7.0,6.0,1.0,0.0,194.0
39586,186,2020/21,30,28,2554.0,1.0,1.0,0.0,0.200000002980232,0.899999976158142,123.0,37.0,4.0,0.0,195.0
38508,355,2024/25,19,6,724.0,0.0,0.0,0.0,0.200000002980232,1.20000004768372,22.0,10.0,4.0,0.0,196.0
36090,355,2024/25,21,10,961.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,2.0,0.0,197.0
39156,186,2020/21,28,25,2312.0,0.0,1.0,0.0,0.600000023841858,2.09999990463257,62.0,65.0,8.0,0.0,198.0
35905,355,2024/25,27,10,1134.0,3.0,1.0,1.0,5.69999980926514,1.0,9.0,19.0,0.0,0.0,199.0
39199,186,2020/21,33,21,1846.0,7.0,2.0,0.0,8.30000019073486,1.0,22.0,34.0,4.0,0.0,200.0
39846,355,2024/25,28,11,1166.0,2.0,1.0,0.0,1.39999997615814,2.40000009536743,40.0,16.0,3.0,0.0,201.0
35890,186,2020/21,28,24,1828.0,2.0,0.0,0.0,1.5,0.200000002980232,63.0,14.0,6.0,0.0,202.0
35168,355,2024/25,18,16,1426.0,1.0,0.0,0.0,0.699999988079071,0.0,16.0,3.0,2.0,0.0,203.0
36933,186,2020/21,31,19,1799.0,1.0,1.0,0.0,1.20000004768372,0.600000023841858,65.0,20.0,4.0,1.0,204.0
35854,355,2024/25,36,34,3108.0,6.0,1.0,3.0,6.40000009536743,3.20000004768372,207.0,107.0,4.0,0.0,205.0
37073,186,2020/21,38,20,1794.0,5.0,1.0,1.0,4.0,1.89999997615814,20.0,45.0,2.0,0.0,206.0
37049,355,2024/25,33,17,1646.0,0.0,4.0,0.0,0.699999988079071,2.0,47.0,33.0,2.0,2.0,207.0
37604,186,2020/21,30,18,1604.0,4.0,1.0,0.0,2.09999990463257,0.600000023841858,44.0,24.0,5.0,0.0,208.0
39749,355,2024/25,33,20,1892.0,1.0,2.0,0.0,0.800000011920929,0.600000023841858,37.0,17.0,6.0,0.0,209.0
37580,186,2020/21,18,16,1464.0,0.0,1.0,0.0,0.400000005960464,0.600000023841858,22.0,2.0,4.0,0.0,210.0
35789,355,2024/25,24,22,1898.0,0.0,2.0,0.0,0.100000001490116,0.899999976158142,69.0,8.0,1.0,0.0,211.0
38508,186,2020/21,39,28,2388.0,3.0,4.0,0.0,3.0,2.09999990463257,97.0,38.0,2.0,0.0,212.0
33407,355,2024/25,23,20,1900.0,0.0,0.0,0.0,0.100000001490116,0.300000011920929,16.0,1.0,2.0,0.0,213.0
36330,355,2024/25,31,26,1933.0,2.0,3.0,0.0,4.19999980926514,2.5,48.0,57.0,3.0,0.0,214.0
37464,186,2022/23,1,0,28.0,0.0,0.0,0.0,0.100000001490116,0.0,3.0,2.0,0.0,0.0,215.0
35328,355,2024/25,35,23,2009.0,3.0,3.0,0.0,3.59999990463257,3.09999990463257,43.0,62.0,1.0,0.0,216.0
